# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; CES088
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
CES088;MSONDQ;GDP252;GDP274_3
0.004045171077027;0.017693278966713;0.003797130397809;-0.000904498838067
0.00303387830777;0.003828182176433;0.002561085346439;0.000250476601311
0.003202427102646;-0.005669891668878;0.000326315893562;0.00026439196805
0.003595707624023;-0.009264844258932;0.002076555686302;0.002003812810487
0.003146244171021;0.009618709838267;0.002867624519178;0.001516774974604
0.003202427102646;-0.010093211410556;-0.000969059320274;0.001154975439378
0.002078768470138;-0.004511786136512;0.000266985731096;0.000918414204806
0.001910219675262;0.002050811880233;-1.97767208219082e-05;0.000570530036319
0.002303500196641;-0.001359165520625;0.003520256306302;0.00054269930284
0.003090061239395;0.020990662774145;0.001156938168082;0.000445291735664
0.002696780718018;-0.002074939078824;0.004815631520138;0.000654022236756
0.002696780718018;0.010294271398815;0.002610527148494;0.001182806172857
0.00303387830777;-0.001704988700429;0.002996173204521;0.000640106870017
0.002640597786393;-0.003997072566569;0.002037002244658;0.000918414204806
0.003090061239395;0.015763103079434;0.003589474829179;0.000180899767613
0.003370975897522;0.006988845191852;0.001710686351096;0.000333968801748
0.003258610034273;0.009345268254236;0.00247209010274;0.0021847125781
0.002584414854767;0.005179305297529;0.003530144666713;0.001683759375478
0.004045171077027;0.005887036456197;0.002234769452877;0.002769157981159
0.004157536940278;0.017033802205226;0.005270496099042;0.00356233388531
0.003370975897522;0.022116598708389;0.004795854799316;0.000250476601311
0.002472048991515;-0.009892151422298;0.005102393972055;0.000500953202622
0.00207876847014;0.013229747227384;0.000781180472466;0.000306138068269
0.002809146581267;0.008404307509188;0.006209890338083;5.56614669580298e-05
0.002865329512894;0.008943148277721;0.003184052052329;-0.001154975439378
0.003427158829149;0.009409607450479;0.004993622007535;-0.002087305010924
0.003876622282151;0.029403012682863;0.008316111105618;-0.003464926318133
0.002921512444519;0.020443779606085;0.004479427266165;0.00055661466958
0.003876622282151;0.017862169356849;0.000850398995343;0.00054269930284
0.004157536940278;0.001865836691034;0.003540033027124;0.002769157981159
0.002921512444519;-0.019012232489686;0.001295375213836;0.002685665780722
0.005393561436036;-0.053007455304365;0.00184912339685;0.001989897443747
0.007022866453172;0.020282931615478;0.004232218255891;0.004202440755326
0.007303781111298;0.015570085490706;0.001631579467808;0.002379527712453
0.006348671273668;0.000812282352564;0.001938118640548;0.004619901757511
0.005730659025788;0.135956764060125;0.007712921120549;0.004884293725561
0.004663183324905;-0.106875447358475;0.005102393972055;0.00164201327526
0.006910500589921;0.035965610699609;0.006328550663015;0.007444721205627
0.008034159222429;0.017315286188788;0.001522807503288;0.008140489542602
0.007416146974549;0.044329706211144;0.003866348920686;0.006512391634082
0.007416146974549;0.007801127544413;0.002205104371644;0.006303661132989
0.007584695769425;-0.003498443795691;0.001611802746987;0.004299848322503
0.005000280914659;-0.054961758390233;0.002768740915069;0.001544605708083
0.006461037136917;-0.010599882580966;0.002135885848767;0.001822913042873
0.004382268666779;-0.064580468228502;0.001661244549041;-0.001447198140907
0.002696780718018;0.014942778327343;0.003134610250274;0.002045558910705
0.004663183324906;-0.002670076644068;-0.00102838948274;0.008488373711089
0.005281195572784;0.034759250770061;0.006941629008494;0.008210066376299
0.006011573683915;0.004165962956706;0.003391707620959;0.007611705606501
0.005562110230912;-0.010889408964058;0.002956619762877;0.004258102222284
0.006011573683914;0.010101253810088;0.006249443779727;0.000793175904151
0.004663183324906;0.018594027714107;0.00504306380959;0.003882387320318
0.006517220068544;0.017065971803349;0.007287721622878;0.004439001989897
0.005168829709533;0.042841862298034;0.006031899850686;0.003687572185965
0.005281195572786;0.015377067901981;0.009295058786303;0.004355509789461
0.006685768863418;0.041345975985394;0.007366828506165;0.004258102222284
0.006180122478792;0.028542475933119;-0.000217543929041;0.005023447392956
0.005056463846284;0.02332295863794;0.001483254061644;0.005580062062536
0.003820439350526;0.044900716577798;-0.00123604505137;0.004772970791645
0.006404854205292;0.01314932323208;-0.003579586468768;0.009058903747408
0.003820439350524;-0.041788307959563;0.00165135618863;0.009796418184601
0.002303500196641;0.038909128927708;0.00184912339685;0.014597219709725
0.000393280521377;-0.140733949381137;-0.005992346409042;0.015501718547792
-0.001741670880386;-0.056337008709919;0.00350047958548;0.012593406899239
0.000505646384628;-0.029419097481926;0.006733973439864;0.023433477589302
0.003708073487275;0.015964163067694;0.005962681327809;0.007486467305846
0.00460700039328;-0.02261522747927;0.00442998546411;0.010436525054618
0.004382268666779;0.019591285255869;0.008563320115892;0.006261915032771
0.00522501264116;0.022969093058605;0.003905902362329;0.008349220043694
0.005056463846284;0.044619232594236;0.004627752672329;0.007041175570182
0.007977976290804;-0.003763842980192;0.005883574444521;0.008780596412618
0.008483622675431;-0.000772070354911;0.005369379703151;0.0043694251562
0.009157817854935;0.038048592177962;0.002481978463151;0.006484560900602
0.008764537333558;0.011026129756074;0.004390432022466;0.010339117487441
0.011629866846452;0.020588542797628;0.006991070810549;0.006206253565813
0.010730939940447;0.020049702029097;0.00267974567137;0.013289175236213
0.011011854598573;0.047932701200731;0.010135569421234;0.011619331227475
0.010843305803698;0.033938926017968;0.002116109127945;0.01038086358766
0.010169110624192;0.030335931028381;0.003955344164384;0.012704729833155
0.010787122872072;0.074167008468647;0.00257097370685;0.01230118419771
0.010450025282319;-0.066985145688067;-0.000187878847808;0.016754101554347
0.009438732513063;-0.0016969463009;0.004884850043014;0.016573201786733
0.007359964042924;0.004865651715847;0.001433812259589;0.025854751401973
0.008764537333558;0.002396635060036;-0.000791068832877;0.043262875193076
