# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FYGM3
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
FYGM3;MSONDQ;GDP252
0.015360289134855;0.017693278966713;0.003797130397809
0.036593629997741;0.003828182176433;0.002561085346439
0.046758527219336;-0.005669891668878;0.000326315893562
-0.024169866726903;-0.009264844258932;0.002076555686302
-0.059634063700023;0.009618709838267;0.002867624519178
-0.042918454935622;-0.010093211410556;-0.000969059320274
-0.003614185678789;-0.004511786136512;0.000266985731096
0.002936525864016;0.002050811880233;-1.97767208219082e-05
-0.003162412468941;-0.001359165520625;0.003520256306302
0.0;0.020990662774145;0.001156938168082
0.010616670431444;-0.002074939078824;0.004815631520138
0.017845041789022;0.010294271398815;0.002610527148494
-0.000451773209848;-0.001704988700429;0.002996173204521
0.0083578043822;-0.003997072566569;0.002037002244658
-0.001807092839395;0.015763103079434;0.003589474829179
0.006324824937882;0.006988845191852;0.001710686351096
0.002258866049243;0.009345268254236;0.00247209010274
0.023943980121979;0.005179305297529;0.003530144666713
0.013779082900385;0.005887036456197;0.002234769452877
0.002258866049243;0.017033802205226;0.005270496099042
-0.003614185678789;0.022116598708389;0.004795854799316
0.001355319629546;-0.009892151422298;0.005102393972055
0.012649649875762;0.013229747227384;0.000781180472466
0.014004969505309;0.008404307509188;0.006209890338083
-0.001129433024622;0.008943148277721;0.003184052052329
-0.000451773209848;0.009409607450479;0.004993622007535
0.02032979444319;0.029403012682863;0.008316111105618
0.030042918454936;0.020443779606085;0.004479427266165
-0.00158120623447;0.017862169356849;0.000850398995343
0.030946464874633;0.001865836691034;0.003540033027124
0.011294330246217;-0.019012232489686;0.001295375213836
-0.047210300429185;-0.053007455304365;0.00184912339685
-0.057826970860628;0.020282931615478;0.004232218255891
0.043370228145471;0.015570085490706;0.001631579467808
0.030720578269709;0.000812282352564;0.001938118640548
0.020103907838265;0.135956764060125;0.007712921120549
0.03185001129433;-0.106875447358475;0.005102393972055
-0.02191100067766;0.035965610699609;0.006328550663015
0.026428732776146;0.017315286188788;0.001522807503288
0.034334763948498;0.044329706211144;0.003866348920686
0.007002484752655;0.007801127544413;0.002205104371644
0.056019878021233;-0.003498443795691;0.001611802746987
0.022362773887509;-0.054961758390233;0.002768740915069
-0.009713124011746;-0.010599882580966;0.002135885848767
-0.036141856787892;-0.064580468228502;0.001661244549041
-0.023718093517055;0.014942778327343;0.003134610250274
-0.065958888637904;-0.002670076644068;-0.00102838948274
-0.102552518635645;0.034759250770061;0.006941629008494
0.027784052405692;0.004165962956706;0.003391707620959
0.051502145922747;-0.010889408964058;0.002956619762877
-0.052857465552293;0.010101253810088;0.006249443779727
-0.05376101197199;0.018594027714107;0.00504306380959
0.022588660492433;0.017065971803349;0.007287721622878
0.030494691664784;0.042841862298034;0.006031899850686
0.043596114750395;0.015377067901981;0.009295058786303
0.056697537836007;0.041345975985394;0.007366828506165
0.061215269934493;0.028542475933119;-0.000217543929041
0.116557488140954;0.02332295863794;0.001483254061644
-0.055793991416309;0.044900716577798;-0.00123604505137
0.007906031172352;0.01314932323208;-0.003579586468768
0.036367743392817;-0.041788307959563;0.00165135618863
0.002484752654168;0.038909128927708;0.00184912339685
-0.056245764626158;-0.140733949381137;-0.005992346409042
-0.109103230178451;-0.056337008709919;0.00350047958548
-0.024169866726903;-0.029419097481926;0.006733973439864
0.063474135983737;0.015964163067694;0.005962681327809
-0.047662073639033;-0.02261522747927;0.00442998546411
-0.048113846848882;0.019591285255869;0.008563320115892
0.016263835554552;0.022969093058605;0.003905902362329
-0.000451773209849;0.044619232594236;0.004627752672329
-0.032301784504179;-0.003763842980192;0.005883574444521
-0.002936525864016;-0.000772070354911;0.005369379703151
0.014230856110233;0.038048592177962;0.002481978463151
0.044499661170093;0.011026129756074;0.004390432022466
0.041563135306076;0.020588542797628;0.006991070810549
0.019200361418568;0.020049702029097;0.00267974567137
0.005647165123109;0.047932701200731;0.010135569421234
0.056697537836006;0.033938926017968;0.002116109127945
0.085159250056472;0.030335931028381;0.003955344164384
0.055116331601536;0.074167008468647;0.00257097370685
-0.000451773209848;-0.066985145688067;-0.000187878847808
0.020103907838265;-0.0016969463009;0.004884850043014
0.147052179805736;0.004865651715847;0.001433812259589
0.102326632030721;0.002396635060036;-0.000791068832877
-0.25321888412017;-0.095784978406157;-0.011134293822741
-0.031398238084482;0.015618339887891;0.005310049540686
0.302236277388749;-0.000522755969472;0.006565871312878
0.052631578947371;0.0104229497913;0.002135885848767
0.035012423763273;-0.013245832026443;0.000118660324932
0.009939010616666;-0.026885741629872;0.001987560442603
-0.223853625480007;-0.063856652270772;-0.00380701875822
0.072057826970859;0.021223892360526;0.00329282401685
-0.026654619381069;-0.071657779815186;0.001779904873973
-0.21030042918455;-0.028043847162241;0.003896014001918
-0.095550033882991;0.006546513217685;0.009245616984248
0.01355319629546;-0.025349643319582;0.005082617251234
0.019652134628417;0.044024095028994;0.010412443512741
0.050372712898125;0.014355683161628;0.009482937634111
-0.023040433702282;0.033231194859297;0.008573208476303
0.0250734131466;0.056111821523071;0.004756301357672
0.042466681725774;0.009176377864099;0.007979906851645
0.035464196973119;-0.014572827948947;0.004360766941234
-0.10277840524057;-0.011379995335409;0.007505265551919
-0.042014908515925;0.036279264281292;0.009690593202741
-0.049017393268579;-0.037348903418824;0.005329826261508
-0.023943980121979;0.0287757055195;0.01122328906644
0.004065958888638;0.005983545250561;0.001364593736713
-0.018296814998871;-0.015980247866755;0.00504306380959
-0.051276259317823;-0.037099589033383;0.006457099348357
