# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LHU680
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=2)
LHU680;MSONDQ;GDP252
-0.068601583113459;0.017693278966713;0.003797130397809
-0.073878627968335;0.003828182176433;0.002561085346439
-0.068601583113459;-0.005669891668878;0.000326315893562
0.013192612137206;-0.009264844258932;0.002076555686302
-0.084432717678103;0.009618709838267;0.002867624519178
0.034300791556733;-0.010093211410556;-0.000969059320274
0.055408970976253;-0.004511786136512;0.000266985731096
0.042216358839048;0.002050811880233;-1.97767208219082e-05
0.155672823218999;-0.001359165520625;0.003520256306302
0.081794195250657;0.020990662774145;0.001156938168082
-0.044854881266493;-0.002074939078824;0.004815631520138
-0.063324538258575;0.010294271398815;0.002610527148494
-0.02110817941952;-0.001704988700429;0.002996173204521
-0.060686015831137;-0.003997072566569;0.002037002244658
-0.058047493403691;0.015763103079434;0.003589474829179
0.036939313984164;0.006988845191852;0.001710686351096
0.015831134564644;0.009345268254236;0.00247209010274
-0.023746701846966;0.005179305297529;0.003530144666713
-0.042216358839047;0.005887036456197;0.002234769452877
-0.007915567282322;0.017033802205226;0.005270496099042
-0.015831134564644;0.022116598708389;0.004795854799316
0.021108179419528;-0.009892151422298;0.005102393972055
-0.02902374670185;0.013229747227384;0.000781180472466
-0.065963060686013;0.008404307509188;0.006209890338083
-0.071240105540897;0.008943148277721;0.003184052052329
0.034300791556726;0.009409607450479;0.004993622007535
-0.005277044854884;0.029403012682863;0.008316111105618
-0.026385224274404;0.020443779606085;0.004479427266165
-0.092348284960425;0.017862169356849;0.000850398995343
-0.029023746701844;0.001865836691034;0.003540033027124
-0.002638522427441;-0.019012232489686;0.001295375213836
-0.055408970976253;-0.053007455304365;0.00184912339685
-0.04221635883905;0.020282931615478;0.004232218255891
-0.005277044854882;0.015570085490706;0.001631579467808
0.015831134564644;0.000812282352564;0.001938118640548
0.010554089709763;0.135956764060125;0.007712921120549
-0.047493403693931;-0.106875447358475;0.005102393972055
0.00263852242744;0.035965610699609;0.006328550663015
-0.005277044854882;0.017315286188788;0.001522807503288
-0.021108179419525;0.044329706211144;0.003866348920686
-0.010554089709763;0.007801127544413;0.002205104371644
0.005277044854882;-0.003498443795691;0.001611802746987
-0.00263852242744;-0.054961758390233;0.002768740915069
0.015831134564644;-0.010599882580966;0.002135885848767
0.031662269129288;-0.064580468228502;0.001661244549041
0.031662269129288;0.014942778327343;0.003134610250274
0.031662269129287;-0.002670076644068;-0.00102838948274
0.097625329815303;0.034759250770061;0.006941629008494
0.058047493403691;0.004165962956706;0.003391707620959
0.031662269129288;-0.010889408964058;0.002956619762877
0.031662269129287;0.010101253810088;0.006249443779727
0.01846965699209;0.018594027714107;0.00504306380959
0.007915567282322;0.017065971803349;0.007287721622878
-0.036939313984171;0.042841862298034;0.006031899850686
-0.031662269129288;0.015377067901981;0.009295058786303
-0.063324538258575;0.041345975985394;0.007366828506165
-0.063324538258575;0.028542475933119;-0.000217543929041
-0.023746701846966;0.02332295863794;0.001483254061644
0.021108179419525;0.044900716577798;-0.00123604505137
-0.021108179419525;0.01314932323208;-0.003579586468768
0.007915567282322;-0.041788307959563;0.00165135618863
