# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; FYBAAC
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
FYBAAC;MSONDQ;GDP252;GDP274_3
0.006804572672836;0.017693278966713;0.003797130397809;-0.000904498838067
0.013336962438759;0.003828182176433;0.002561085346439;0.000250476601311
0.012792596624932;-0.005669891668878;0.000326315893562;0.00026439196805
0.002994011976048;-0.009264844258932;0.002076555686302;0.002003812810487
-0.005171475231355;0.009618709838267;0.002867624519178;0.001516774974604
-0.011703864997279;-0.010093211410556;-0.000969059320274;0.001154975439378
-0.000544365813826;-0.004511786136512;0.000266985731096;0.000918414204806
-0.002721829069135;0.002050811880233;-1.97767208219082e-05;0.000570530036319
-0.003810560696788;-0.001359165520625;0.003520256306302;0.00054269930284
0.007348938486663;0.020990662774145;0.001156938168082;0.000445291735664
0.000544365813826;-0.002074939078824;0.004815631520138;0.000654022236756
-0.004082743603702;0.010294271398815;0.002610527148494;0.001182806172857
-0.004082743603702;-0.001704988700429;0.002996173204521;0.000640106870017
0.002721829069135;-0.003997072566569;0.002037002244658;0.000918414204806
-0.007348938486663;0.015763103079434;0.003589474829179;0.000180899767613
-0.005171475231356;0.006988845191852;0.001710686351096;0.000333968801748
-0.003266194882961;0.009345268254236;0.00247209010274;0.0021847125781
-0.001360914534567;0.005179305297529;0.003530144666713;0.001683759375478
0.000272182906913;0.005887036456197;0.002234769452877;0.002769157981159
-0.00081654872074;0.017033802205226;0.005270496099042;0.00356233388531
0.001633097441481;0.022116598708389;0.004795854799316;0.000250476601311
-0.002177463255308;-0.009892151422298;0.005102393972055;0.000500953202622
-0.001088731627654;0.013229747227384;0.000781180472466;0.000306138068269
-0.001905280348394;0.008404307509188;0.006209890338083;5.56614669580298e-05
0.002721829069134;0.008943148277721;0.003184052052329;-0.001154975439378
0.005715841045182;0.009409607450479;0.004993622007535;-0.002087305010924
0.00626020685901;0.029403012682863;0.008316111105618;-0.003464926318133
0.016330974414807;0.020443779606085;0.004479427266165;0.00055661466958
0.026401741970604;0.017862169356849;0.000850398995343;0.00054269930284
0.03075666848122;0.001865836691034;0.003540033027124;0.002769157981159
0.022046815459989;-0.019012232489686;0.001295375213836;0.002685665780722
-0.020958083832336;-0.053007455304365;0.00184912339685;0.001989897443747
0.008165487207403;0.020282931615478;0.004232218255891;0.004202440755326
0.028579205225912;0.015570085490706;0.001631579467808;0.002379527712453
