# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; LHU14
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
LHU14;MSONDQ;GDP252;GDP274_3
-0.06394923114474;0.017693278966713;0.003797130397809;-0.000904498838067
0.065047595801806;0.003828182176433;0.002561085346439;0.000250476601311
0.022455455211129;-0.005669891668878;0.000326315893562;0.00026439196805
-0.051257017329754;-0.009264844258932;0.002076555686302;0.002003812810487
0.007200390529657;0.009618709838267;0.002867624519178;0.001516774974604
0.051989260434464;-0.010093211410556;-0.000969059320274;0.001154975439378
0.052843544056626;-0.004511786136512;0.000266985731096;0.000918414204806
0.029655845740786;0.002050811880233;-1.97767208219082e-05;0.000570530036319
-0.010007322431046;-0.001359165520625;0.003520256306302;0.00054269930284
-0.029045643153526;0.020990662774145;0.001156938168082;0.000445291735664
-0.037588479375154;-0.002074939078824;0.004815631520138;0.000654022236756
-0.049304369050526;0.010294271398815;0.002610527148494;0.001182806172857
0.001098364657066;-0.001704988700429;0.002996173204521;0.000640106870017
0.028679521601174;-0.003997072566569;0.002037002244658;0.000918414204806
-0.022089333658777;0.015763103079434;0.003589474829179;0.000180899767613
0.050158652672687;0.006988845191852;0.001710686351096;0.000333968801748
-0.019160361239931;0.009345268254236;0.00247209010274;0.0021847125781
0.002318769831583;0.005179305297529;0.003530144666713;0.001683759375478
-0.007444471564558;0.005887036456197;0.002234769452877;0.002769157981159
-0.013058335367343;0.017033802205226;0.005270496099042;0.00356233388531
-0.012326092262629;0.022116598708389;0.004795854799316;0.000250476601311
-0.013668537954603;-0.009892151422298;0.005102393972055;0.000500953202622
-0.015133024164021;0.013229747227384;0.000781180472466;0.000306138068269
0.006346106907492;0.008404307509188;0.006209890338083;5.56614669580298e-05
-0.017207712960703;0.008943148277721;0.003184052052329;-0.001154975439378
-0.037954600927507;0.009409607450479;0.004993622007535;-0.002087305010924
-0.010617525018306;0.029403012682863;0.008316111105618;-0.003464926318133
-0.03941908713693;0.020443779606085;0.004479427266165;0.00055661466958
-0.011715889675372;0.017862169356849;0.000850398995343;0.00054269930284
0.021479131071516;0.001865836691034;0.003540033027124;0.002769157981159
-0.01562118623383;-0.019012232489686;0.001295375213836;0.002685665780722
0.03465950695631;-0.053007455304365;0.00184912339685;0.001989897443747
0.012082011227728;0.020282931615478;0.004232218255891;0.004202440755326
0.000244081034903;0.015570085490706;0.001631579467808;0.002379527712453
0.012326092262631;0.000812282352564;0.001938118640548;0.004619901757511
-0.030998291432756;0.135956764060125;0.007712921120549;0.004884293725561
-0.014156700024408;-0.106875447358475;0.005102393972055;0.00164201327526
-0.004881620698072;0.035965610699609;0.006328550663015;0.007444721205627
-0.001220405174518;0.017315286188788;0.001522807503288;0.008140489542602
0.006224066390042;0.044329706211144;0.003866348920686;0.006512391634082
-0.024164022455455;0.007801127544413;0.002205104371644;0.006303661132989
