# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; GDP261
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=9)
GDP261;MSONDQ;GDP252;GDP274_3;LBPUR7;CES006;FYAAAC;GDP276_4;GDP276_8;GDP255
0.013169368583773;0.017693278966713;0.003797130397809;-0.000904498838067;0.008329722182098;0.004405068303307;0.020526960784313;0.001583180292572;-0.001833519841611;0.003946053946054
-0.007263466645527;0.003828182176433;0.002561085346439;0.000250476601311;0.001556807421317;-0.042268857651951;0.011029411764706;0.004749540877715;0.000421795644314;0.003066933066933
-0.010989337666971;-0.005669891668878;0.000326315893562;0.00026439196805;0.003627200796058;-0.004306078004356;0.008884803921569;0.00243809765056;0.001299819230438;0.002737262737263
0.01050378532641;-0.009264844258932;0.002076555686302;0.002003812810487;0.020238496477121;0.014848544842606;-0.001531862745098;0.001878707280518;0.001032968924852;0.002527472527473
-0.03097625748147;0.009618709838267;0.002867624519178;0.001516774974604;-0.000128396488356;-0.002672738071669;-0.009191176470588;0.001752052857113;0.001273995007317;0.002057942057942
-0.01048396686353;-0.010093211410556;-0.000969059320274;0.001154975439378;0.005248206461553;-0.018065729558504;-0.012867647058824;0.0011082262048;0.001454764569166;8.99100899100919e-05
-0.00045582464624;-0.004511786136512;0.000266985731096;0.000918414204806;-0.002150641179964;-0.011235398930904;0.00061274509804;0.000844362822705;0.001162090040458;0.002237762237762
0.001298109318641;0.002050811880233;-1.97767208219082e-05;0.000570530036319;0.007093905981671;-0.028806176994655;-0.004595588235294;0.000316636058514;-0.000301282603082;0.002327672327672
0.001208926235681;-0.001359165520625;0.003520256306302;0.00054269930284;0.014942141332435;-0.010690952286676;0.001225490196078;0.000601608511177;0.00027545837996;0.004035964035964
0.018223076618178;0.020990662774145;0.001156938168082;0.000445291735664;0.003691399040236;0.005988913086517;0.014093137254903;0.000295526987947;0.000972712404235;0.000879120879121
0.011920805422332;-0.002074939078824;0.004815631520138;0.000654022236756;0.005986486269601;-0.005098000395961;-0.002450980392157;0.001002680851962;0.000929672032366;0.004075924075924
0.006619366601926;0.010294271398815;0.002610527148494;0.001182806172857;0.013000144446049;-0.005691942189666;0.0;0.00088658096384;0.001342859602307;0.002077922077922
0.011712711562091;-0.001704988700429;0.002996173204521;0.000640106870017;0.002969168793233;-0.011581864977232;-0.010416666666666;0.001097671669516;0.00107600929672;0.003706293706294
-0.00032700463752;-0.003997072566569;0.002037002244658;0.000918414204806;0.004365480604106;-0.013858641853098;0.003676470588235;0.001076562598949;0.00034432297495;0.002097902097902
-0.000505370803441;0.015763103079434;0.003589474829179;0.000180899767613;0.007527244129873;-0.012225301920411;-0.007352941176471;0.001203217022355;0.000602565206163;0.003136863136863
