# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; GDP276_8
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
GDP276_8;MSONDQ;GDP252;GDP274_3
-0.001833519841611;0.017693278966713;0.003797130397809;-0.000904498838067
0.000421795644314;0.003828182176433;0.002561085346439;0.000250476601311
0.001299819230438;-0.005669891668878;0.000326315893562;0.00026439196805
0.001032968924852;-0.009264844258932;0.002076555686302;0.002003812810487
0.001273995007317;0.009618709838267;0.002867624519178;0.001516774974604
0.001454764569166;-0.010093211410556;-0.000969059320274;0.001154975439378
0.001162090040458;-0.004511786136512;0.000266985731096;0.000918414204806
-0.000301282603082;0.002050811880233;-1.97767208219082e-05;0.000570530036319
0.00027545837996;-0.001359165520625;0.003520256306302;0.00054269930284
0.000972712404235;0.020990662774145;0.001156938168082;0.000445291735664
0.000929672032366;-0.002074939078824;0.004815631520138;0.000654022236756
0.001342859602307;0.010294271398815;0.002610527148494;0.001182806172857
0.00107600929672;-0.001704988700429;0.002996173204521;0.000640106870017
0.00034432297495;-0.003997072566569;0.002037002244658;0.000918414204806
0.000602565206163;0.015763103079434;0.003589474829179;0.000180899767613
0.000740294396144;0.006988845191852;0.001710686351096;0.000333968801748
8.60807437377473e-06;0.009345268254236;0.00247209010274;0.0021847125781
0.000697254024275;0.005179305297529;0.003530144666713;0.001683759375478
0.000946888181114;0.005887036456197;0.002234769452877;0.002769157981159
0.001325643453559;0.017033802205226;0.005270496099042;0.00356233388531
0.00100714470173;0.022116598708389;0.004795854799316;0.000250476601311
0.001179306189205;-0.009892151422298;0.005102393972055;0.000500953202622
0.001067401222347;0.013229747227384;0.000781180472466;0.000306138068269
0.000766118619265;0.008404307509188;0.006209890338083;5.56614669580298e-05
0.000671429801153;0.008943148277721;0.003184052052329;-0.001154975439378
0.000714470173022;0.009409607450479;0.004993622007535;-0.002087305010924
0.001170698114832;0.029403012682863;0.008316111105618;-0.003464926318133
0.002065937849703;0.020443779606085;0.004479427266165;0.00055661466958
0.00201428940346;0.017862169356849;0.000850398995343;0.00054269930284
0.001781871395369;0.001865836691034;0.003540033027124;0.002769157981159
0.001592493759146;-0.019012232489686;0.001295375213836;0.002685665780722
0.000318498751829;-0.053007455304365;0.00184912339685;0.001989897443747
0.001101833519842;0.020282931615478;0.004232218255891;0.004202440755326
0.000946888181114;0.015570085490706;0.001631579467808;0.002379527712453
0.001523629164156;0.000812282352564;0.001938118640548;0.004619901757511
0.002108978221572;0.135956764060125;0.007712921120549;0.004884293725561
0.002246707411552;-0.106875447358475;0.005102393972055;0.00164201327526
0.002711543427735;0.035965610699609;0.006328550663015;0.007444721205627
0.002737367650856;0.017315286188788;0.001522807503288;0.008140489542602
0.00340879745201;0.044329706211144;0.003866348920686;0.006512391634082
0.00313333907205;0.007801127544413;0.002205104371644;0.006303661132989
0.002857880692089;-0.003498443795691;0.001611802746987;0.004299848322503
0.002375828527158;-0.054961758390233;0.002768740915069;0.001544605708083
0.001936816734097;-0.010599882580966;0.002135885848767;0.001822913042873
0.001885168287854;-0.064580468228502;0.001661244549041;-0.001447198140907
0.00194542480847;0.014942778327343;0.003134610250274;0.002045558910705
0.002754583799604;-0.002670076644068;-0.00102838948274;0.008488373711089
0.001936816734097;0.034759250770061;0.006941629008494;0.008210066376299
0.002220883188431;0.004165962956706;0.003391707620959;0.007611705606501
0.002384436601532;-0.010889408964058;0.002956619762877;0.004258102222284
0.002668503055866;0.010101253810088;0.006249443779727;0.000793175904151
0.002659894981493;0.018594027714107;0.00504306380959;0.003882387320318
0.002065937849703;0.017065971803349;0.007287721622878;0.004439001989897
0.002108978221572;0.042841862298034;0.006031899850686;0.003687572185965
0.002410260824654;0.015377067901981;0.009295058786303;0.004355509789461
2.58242231212791e-05;0.041345975985394;0.007366828506165;0.004258102222284
0.004906602393045;0.028542475933119;-0.000217543929041;0.005023447392956
0.007402943961436;0.02332295863794;0.001483254061644;0.005580062062536
0.005182060773005;0.044900716577798;-0.00123604505137;0.004772970791645
0.008246535250065;0.01314932323208;-0.003579586468768;0.009058903747408
0.008823276233107;-0.041788307959563;0.00165135618863;0.009796418184601
0.006344150813463;0.038909128927708;0.00184912339685;0.014597219709725
0.005302573814238;-0.140733949381137;-0.005992346409042;0.015501718547792
0.005560816045451;-0.056337008709919;0.00350047958548;0.012593406899239
0.004424550228114;-0.029419097481926;0.006733973439864;0.023433477589302
0.006808986829646;0.015964163067694;0.005962681327809;0.007486467305846
0.001988465180339;-0.02261522747927;0.00442998546411;0.010436525054618
0.002143410519067;0.019591285255869;0.008563320115892;0.006261915032771
0.002289747783421;0.022969093058605;0.003905902362329;0.008349220043694
0.003890849616941;0.044619232594236;0.004627752672329;0.007041175570182
0.002711543427735;-0.003763842980192;0.005883574444521;0.008780596412618
0.005319789962985;-0.000772070354911;0.005369379703151;0.0043694251562
0.003735904278213;0.038048592177962;0.002481978463151;0.006484560900602
0.005905139020401;0.011026129756074;0.004390432022466;0.010339117487441
0.005414478781097;0.020588542797628;0.006991070810549;0.006206253565813
0.008573642076267;0.020049702029097;0.00267974567137;0.013289175236213
0.007996901093225;0.047932701200731;0.010135569421234;0.011619331227475
0.00828096754756;0.033938926017968;0.002116109127945;0.01038086358766
0.005621072566067;0.030335931028381;0.003955344164384;0.012704729833155
0.007032796763364;0.074167008468647;0.00257097370685;0.01230118419771
0.006757338383404;-0.066985145688067;-0.000187878847808;0.016754101554347
0.009408625290523;-0.0016969463009;0.004884850043014;0.016573201786733
0.008255143324438;0.004865651715847;0.001433812259589;0.025854751401973
0.013419987948696;0.002396635060036;-0.000791068832877;0.043262875193076
0.010278040802273;-0.095784978406157;-0.011134293822741;0.042386207088488
0.008117414134458;0.015618339887891;0.005310049540686;0.022250671416445
0.008504777481277;-0.000522755969472;0.006565871312878;0.01884140656527
0.010432986141;0.0104229497913;0.002135885848767;0.009615518416988
0.006654041490918;-0.013245832026443;0.000118660324932;0.009267634248501
0.008108806060084;-0.026885741629872;0.001987560442603;0.005037362759695
0.005018507359904;-0.063856652270772;-0.00380701875822;0.012774306666852
0.001747439097874;0.021223892360526;0.00329282401685;0.009365041815677
0.004037186881295;-0.071657779815186;0.001779904873973;0.000751429803933
0.007239390548334;-0.028043847162241;0.003896014001918;0.003423180217915
0.008986829646208;0.006546513217685;0.009245616984248;0.007333398271711
0.007015580614616;-0.025349643319582;0.005082617251234;0.011591500493996
0.006852027201515;0.044024095028994;0.010412443512741;0.00519043179383
0.007110269432728;0.014355683161628;0.009482937634111;0.009142395947845
0.00455367134372;0.033231194859297;0.008573208476303;0.005691384996452
0.004174916071275;0.056111821523071;0.004756301357672;-0.001127144705899
0.003847809245072;0.009176377864099;0.007979906851645;0.008029166608686
0.002203667039683;-0.014572827948947;0.004360766941234;0.002003812810487
0.004226564517517;-0.011379995335409;0.007505265551919;0.004592071024032
0.00855642592752;0.036279264281292;0.009690593202741;0.005301754727746
0.003821985021951;-0.037348903418824;0.005329826261508;0.005872284764065
0.000430403718688;0.0287757055195;0.01122328906644;0.004397255889679
0.011904966858914;0.005983545250561;0.001364593736713;-0.000250476601311
0.012042696048894;-0.015980247866755;0.00504306380959;0.003033549949209
0.008547817853146;-0.037099589033383;0.006457099348357;0.003910218053797
0.008780235861238;-0.00299177262528;0.010679429243837;0.01337266743665
0.00942584143927;0.032949710875735;0.003985009245617;0.005844454030586
0.002177842816562;-0.020588542797628;0.000276874091507;0.020093789571824
-0.001291211156064;0.05188956176965;0.008622650278357;0.009086734480887
0.006628217267797;0.00402119976516;0.007178949658357;0.013957112839709
0.006981148317122;0.032225894918009;0.001582137665754;0.013998858939927
0.010648188000344;0.055203030376143;0.010788201208358;0.013344836703171
0.00601704398726;-0.024135240990501;0.004716747916028;0.011925469295743
0.006499096152191;0.07652343153103;0.005537481830138;0.008947580813492
0.002926745287079;-0.020081871627218;0.007851358166302;0.019620667102681
0.00702418868899;0.015948078268632;0.002521531904795;0.006081015265157
0.002005681329087;-0.007117523584337;0.003203828773151;0.006651545301476
0.001575277610399;-0.037541921007552;0.006496652790001;0.012969121801205
0.00393388998881;0.027513048793237;0.003154386971096;0.007041175570182
0.005526383747956;-0.003450189398509;0.005626477073836;0.030349414858829
0.015726951880864;-0.050980770622723;0.002323764696576;0.016962832055439
0.004906602393045;0.034855759564425;0.002877512879589;0.002588258213545
0.004450374451235;0.023314916238408;-0.005033175449179;0.007249906071275
0.011663940776448;-0.064379408240242;-0.002966508123288;0.016155740784548
0.002892312989584;-0.106143589001214;0.00607145329233;0.004202440755326
0.00963243522424;0.095406985628231;0.003035726646165;0.017867330893506
0.009830420934837;-0.043766738244023;-0.00061307834548;0.016086163950851
0.015287940087802;0.029949895850925;0.011599046762056;0.000166984400874
0.004700008608075;0.049050594735445;0.004113557930959;0.004466832723377
0.008435912886287;-0.03477533556912;0.007159172937535;0.000236561234571
0.003167771369545;0.011733860914742;0.00844465979096;0.001544605708083
8.60807437377265e-05;-0.011339783337757;0.002630303869316;-0.000640106870017
0.008384264440045;0.032129386123645;0.006536206231645;0.006150592098855
0.000972712404235;0.007495516362263;0.008128232257809;0.003478841684873
0.000378755272446;0.010382737793647;0.006704308358631;0.000848837371109
0.00208315399845;0.003804054977844;0.008414994709727;0.006874191169308
0.005448911078592;0.036753765853579;0.005527593469727;0.006192338199073
0.014427132650426;0.016181307855012;0.005537481830138;0.009879910385038
0.004372901781871;0.026950080826116;0.007782139643426;0.001015821771983
0.002108978221572;0.013639909603428;0.001245933411781;0.002588258213545
0.006559352672807;0.011814284910047;0.006516429510823;-0.006261915032771
0.005930963243522;0.024842972149169;0.006921852287672;0.006442814800384
0.004424550228114;0.05710907906483;0.005468263307261;0.003464926318133
0.006834811052768;-0.018055186945576;0.00710973113548;0.002769157981159
0.007110269432728;-0.012353125678578;0.00885997092822;-0.009239803515022
0.007273822845829;0.013865096790279;0.005240831017809;-0.00737514437193
0.008341224068176;0.004439404540739;0.006892187206439;-0.002268204778537
0.006877851424636;0.040413057639878;0.009018184694796;0.00027830733479
0.006619609193423;0.027810617575858;0.003925679083151;-0.00954594158329
0.004123267625032;0.076249989947002;0.013912923098221;0.002017728177226
0.004648360161832;0.052725971320802;0.008909412730275;-0.005260008627527
0.004820521649307;-0.064701104221456;0.009601597959042;0.002630004313764
-0.001661358354136;0.028317288746271;0.013972253260687;-0.004856462992082
0.00361539123698;-0.000731858357259;0.010798089568769;-0.005232177894049
0.008186278729448;-0.044241239816313;0.012202236747125;-0.004828632258603
0.001119049668589;0.034968353157847;0.00916651010096;-0.012231607364012
0.005182060773005;-0.002034727081171;0.014437006200002;0.00464773249099
0.003976930360678;0.076105226755454;0.009838918608905;-0.011967215395962
0.007256606697082;-0.009441777048599;0.011747372168221;-0.002810904081377
0.014607902212275;-0.008790342686643;0.015326958636988;-0.002156881844621
-0.004570887492468;0.080914581674587;0.006170336896439;-0.002852650181596
-0.006765946457777;-0.003176747814476;0.009482937634111;-0.004675563224469
0.000249634156839;-0.040573905630485;0.008365552907672;0.007458636572367
0.009993974347938;-0.071891009401566;0.004123446291371;0.006442814800384
0.009589394852372;-0.07826058982958;0.002521531904795;-0.003784979753142
0.002048721700955;-0.080118384121087;0.004439873824521;-0.002282120145276
0.017655160540587;-0.050522353849495;0.017176082033838;-0.001294129106773
0.005448911078592;-0.029193910295076;0.003619139910412;-0.001252383006554
0.006249461995352;0.015369025502449;0.006051676571508;-0.004118948554889
0.007273822845829;0.037694726598627;0.005824244282056;-0.00681852970235
0.005018507359904;-0.036013865096789;0.003668581712466;-0.001057567872201
0.007247998622708;-0.005267771692364;0.005389156423973;-0.012217691997273
0.00848756133253;0.016486919037166;0.009443384192467;-0.006735037501913
0.007058620986485;0.010061041812435;0.015198409951646;0.00300571921573
0.008883532753723;0.021344528353478;0.006081341652741;-0.005886200130804
0.009899285529827;-0.025800017693278;0.011856144132741;0.00683244506909
0.010897822157183;0.019422394865732;0.006654866556576;0.008975411546971
0.008952397348713;0.051286381804876;0.009542267796577;-0.011577585127256
0.008315399845055;-0.004149878157647;0.011559493320412;-0.006178422832334
0.006197813549109;0.003586910190523;0.004874961682603;-0.000932329571546
0.010450202289748;0.123844910367457;0.010105904340002;-0.001224552273075
