# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; GDP264
# number_predictions; 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; FCBF_(n_components=3)
GDP264;MSONDQ;GDP252;GDP274_3
0.002694573254794;0.017693278966713;0.003797130397809;-0.000904498838067
0.000595312695827;0.003828182176433;0.002561085346439;0.000250476601311
-0.001425617245269;-0.005669891668878;0.000326315893562;0.00026439196805
0.002028763002883;-0.009264844258932;0.002076555686302;0.002003812810487
0.000360320842211;0.009618709838267;0.002867624519178;0.001516774974604
-0.001676275222459;-0.010093211410556;-0.000969059320274;0.001154975439378
-0.002577077327986;-0.004511786136512;0.000266985731096;0.000918414204806
-0.000258491038977;0.002050811880233;-1.97767208219082e-05;0.000570530036319
0.000657977190124;-0.001359165520625;0.003520256306302;0.00054269930284
0.0034857124953;0.020990662774145;0.001156938168082;0.000445291735664
0.00133945356561;-0.002074939078824;0.004815631520138;0.000654022236756
0.001738939716756;0.010294271398815;0.002610527148494;0.001182806172857
0.001284622133099;-0.001704988700429;0.002996173204521;0.000640106870017
0.000759806993358;-0.003997072566569;0.002037002244658;0.000918414204806
0.00075197393157;0.015763103079434;0.003589474829179;0.000180899767613
-0.001433450307056;0.006988845191852;0.001710686351096;0.000333968801748
0.001425617245269;0.009345268254236;0.00247209010274;0.0021847125781
0.001574445419225;0.005179305297529;0.003530144666713;0.001683759375478
-0.000211492668254;0.005887036456197;0.002234769452877;0.002769157981159
-5.48314325103366e-05;0.017033802205226;0.005270496099042;0.00356233388531
0.001417784183482;0.022116598708389;0.004795854799316;0.000250476601311
0.001731106654969;-0.009892151422298;0.005102393972055;0.000500953202622
0.001801604211054;0.013229747227384;0.000781180472466;0.000306138068269
-0.002459581401178;0.008404307509188;0.006209890338083;5.56614669580298e-05
0.007754731169319;0.008943148277721;0.003184052052329;-0.001154975439378
0.0003054894097;0.009409607450479;0.004993622007535;-0.002087305010924
0.003603208422108;0.029403012682863;0.008316111105618;-0.003464926318133
0.001981764632159;0.020443779606085;0.004479427266165;0.00055661466958
0.001973931570372;0.017862169356849;0.000850398995343;0.00054269930284
0.004566675021933;0.001865836691034;0.003540033027124;0.002769157981159
0.000979132723399;-0.019012232489686;0.001295375213836;0.002685665780722
0.001308121318461;-0.053007455304365;0.00184912339685;0.001989897443747
-0.000681476375486;0.020282931615478;0.004232218255891;0.004202440755326
0.001174959268079;0.015570085490706;0.001631579467808;0.002379527712453
